Month,Exports,Imports,OT,start_date,date,end_date,his_avg_1,his_std_1,his_avg_2,his_std_2,his_avg_3,his_std_3,his_avg_4,his_std_4,his_avg_5,his_std_5,his_avg_6,his_std_6,his_avg_7,his_std_7,prior_history_avg,prior_history_std,Final_Search_2,Final_Search_4,Final_Search_6
February 2003,55917.3,93153.9,-37236.7,2003-02-01,2003-02-01,2003-02-28,-30411.1,,-29653.6,1071.2667734976194,-29938.599999999995,904.1466971681087,-27596.375,4742.263099249133,-24709.26,7651.402459222753,-22580.63333333333,8603.573477960577,-20707.257142857143,9287.159537924235,-30411.1,,"Available facts are as follows: 2003-01-20: The United States has laws in place to regulate international trade and balance, with the object of these laws being to promote fair competition and prevent surpluses. [Source: www.justice.gov]; The United States Court of International Trade plays a role in regulating international trade and addressing trade deficits. [Source: www.govinfo.gov] 2003-01-13: The U.S. is headed for a record trade deficit of nearly $500 billion in 2002, or 4.7% of U.S. GDP. [Source: www.epi.org];","Available facts are as follows: 2003-01-20: The United States has laws in place to regulate international trade and balance, with the object of these laws being to promote fair competition and prevent surpluses. [Source: www.justice.gov]; The United States Court of International Trade plays a role in regulating international trade and addressing trade deficits. [Source: www.govinfo.gov] 2003-01-13: The U.S. is headed for a record trade deficit of nearly $500 billion in 2002, or 4.7% of U.S. GDP. [Source: www.epi.org] 2003-01-06: The United States' major trading partners are important in measuring international securities flows and holdings. [Source: Federal Reserve Bulletin]; The trade balance is an important indicator of a country's foreign trade performance. [Source: UNSD Document]; The United States has conflicts with the European Union over agricultural trade policies, which can affect the trade balance. [Source: Choices Article] 2002-12-30: The United States imports more than it exports, resulting in a current account deficit. [Source: www.newyorkfed.org]; The exchange rate is a trade-weighted index against the United States' twenty-five main trading partners. [Source: www.newyorkfed.org]; The U.S. Treasury sold 15.8 million troy ounces of gold in 1980 to strengthen the U.S. trade balance. [Source: www.nma.org]; The U.S. has a post-war trade advantage and balance of payments surplus. [Source: epublications.marquette.edu]; The U.S. government uses trade law to improve global protection for U.S. authors, inventors, and creators. [Source: www.copyright.gov];","Available facts are as follows: 2003-01-20: The United States has laws in place to regulate international trade and balance, with the object of these laws being to promote fair competition and prevent surpluses. [Source: www.justice.gov]; The United States Court of International Trade plays a role in regulating international trade and addressing trade deficits. [Source: www.govinfo.gov] 2003-01-13: The U.S. is headed for a record trade deficit of nearly $500 billion in 2002, or 4.7% of U.S. GDP. [Source: www.epi.org] 2003-01-06: The United States' major trading partners are important in measuring international securities flows and holdings. [Source: Federal Reserve Bulletin]; The trade balance is an important indicator of a country's foreign trade performance. [Source: UNSD Document]; The United States has conflicts with the European Union over agricultural trade policies, which can affect the trade balance. [Source: Choices Article] 2002-12-30: The United States imports more than it exports, resulting in a current account deficit. [Source: www.newyorkfed.org]; The exchange rate is a trade-weighted index against the United States' twenty-five main trading partners. [Source: www.newyorkfed.org]; The U.S. Treasury sold 15.8 million troy ounces of gold in 1980 to strengthen the U.S. trade balance. [Source: www.nma.org]; The U.S. has a post-war trade advantage and balance of payments surplus. [Source: epublications.marquette.edu]; The U.S. government uses trade law to improve global protection for U.S. authors, inventors, and creators. [Source: www.copyright.gov] 2002-12-23: The destruction of the World Trade Center in 2001 led to a record-high trade deficit (net exports) in the United States. [Source: comptroller.nyc.gov] 2002-12-16: The United States had international agreements in place to facilitate trade with other countries, and had a tremendous efficiency potential of international trade. [Source: prospect.org, iea.blob.core.windows.net]; New Balance Athletic Shoe Company retained 25% of its global production in the United States, indicating a level of domestic manufacturing. [Source: www.ame.org]; Apple Inc. had net sales attributable to its retail stores in the United States and online stores around the world. [Source: www.annualreports.com];"
March 2003,63524.2,105842.3,-42318.1,2003-03-01,2003-03-01,2003-03-31,-30686.4,,-31932.65,1762.4636521074697,-32720.8,1848.4264470083724,-30336.225,5002.257351353153,-27428.54,7812.816025800173,-24424.65,10147.522170214756,-22137.071428571428,11065.318878025204,-30686.4,,"Available facts are as follows: 2003-02-17: The U.S. International Trade Commission conducted a study on imports of lamb meat, which rose from 20% to 33% of domestic consumption between 1997 and 2001. [Source: www.usitc.gov]; The World Trade Organization reports that the United States increased its share of total global textile and apparel exports between 1997 and 2001. [Source: www.bis.doc.gov] 2003-02-10: The U.S. trade and current account balances showed an increase, but the extent of the increase is uncertain. [Source: www.federalreserve.gov]; The U.S. trade surplus in oilseeds increased. [Source: www.usitc.gov]; The U.S. trade balance with Cote d'Ivoire is available from the U.S. Census Bureau. [Source: library.louisville.edu]; The United States has a negligible trade balance in hydrochloric acid production. [Source: www3.epa.gov];","Available facts are as follows: 2003-02-17: The U.S. International Trade Commission conducted a study on imports of lamb meat, which rose from 20% to 33% of domestic consumption between 1997 and 2001. [Source: www.usitc.gov]; The World Trade Organization reports that the United States increased its share of total global textile and apparel exports between 1997 and 2001. [Source: www.bis.doc.gov] 2003-02-10: The U.S. trade and current account balances showed an increase, but the extent of the increase is uncertain. [Source: www.federalreserve.gov]; The U.S. trade surplus in oilseeds increased. [Source: www.usitc.gov]; The U.S. trade balance with Cote d'Ivoire is available from the U.S. Census Bureau. [Source: library.louisville.edu]; The United States has a negligible trade balance in hydrochloric acid production. [Source: www3.epa.gov] 2003-02-03: The United States has a trade deficit, and China's meat trade has an impact on world markets and US exports. [Source: www.choicesmagazine.org] 2003-01-27: The United States has an annual trade deficit approaching $500 billion, making it the world's buyer, which affects its manufacturing industries. [Source: www.dollarsandsense.org];","Available facts are as follows: 2003-02-17: The U.S. International Trade Commission conducted a study on imports of lamb meat, which rose from 20% to 33% of domestic consumption between 1997 and 2001. [Source: www.usitc.gov]; The World Trade Organization reports that the United States increased its share of total global textile and apparel exports between 1997 and 2001. [Source: www.bis.doc.gov] 2003-02-10: The U.S. trade and current account balances showed an increase, but the extent of the increase is uncertain. [Source: www.federalreserve.gov]; The U.S. trade surplus in oilseeds increased. [Source: www.usitc.gov]; The U.S. trade balance with Cote d'Ivoire is available from the U.S. Census Bureau. [Source: library.louisville.edu]; The United States has a negligible trade balance in hydrochloric acid production. [Source: www3.epa.gov] 2003-02-03: The United States has a trade deficit, and China's meat trade has an impact on world markets and US exports. [Source: www.choicesmagazine.org] 2003-01-27: The United States has an annual trade deficit approaching $500 billion, making it the world's buyer, which affects its manufacturing industries. [Source: www.dollarsandsense.org] 2003-01-20: The United States has laws in place to regulate international trade and balance, with the object of these laws being to promote fair competition and prevent surpluses. [Source: www.justice.gov]; The United States Court of International Trade plays a role in regulating international trade and addressing trade deficits. [Source: www.govinfo.gov] 2003-01-13: The U.S. is headed for a record trade deficit of nearly $500 billion in 2002, or 4.7% of U.S. GDP. [Source: www.epi.org];"
April 2003,59162.2,103869.2,-44707.0,2003-04-01,2003-04-01,2003-04-30,-38744.9,,-36496.7,3179.4349309271934,-34943.96666666667,3505.3310333452587,-31882.2,6759.380463721015,-29319.66,8191.45740683549,-26597.9,9905.949956667457,-24625.571428571428,10440.48675792374,-38744.9,,"Available facts are as follows: 2003-03-24: The depreciation of the currency contributed to a sharp rise in the trade balance, and international reserves reached US$37.8 billion. [Source: www.imf.org] 2003-03-17: The United States has a trade deficit, and free trade is a topic of discussion in the global economy. [Source: thefoundrytheatre.org];","Available facts are as follows: 2003-03-24: The depreciation of the currency contributed to a sharp rise in the trade balance, and international reserves reached US$37.8 billion. [Source: www.imf.org] 2003-03-17: The United States has a trade deficit, and free trade is a topic of discussion in the global economy. [Source: thefoundrytheatre.org] 2003-03-10: The United States International Trade Commission reported a U.S. trade balance with Taiwan of $183 million in 2003. [Source: www.usitc.gov] 2003-03-03: The World Trade Organization (WTO) deals with the global rules of trade between nations. [Source]; The United States objected to the establishment of a new international trade organization in 1992. [Source]; In 2003, the growth in Europe generally remained subdued, while international trade took on a firmer trend. [Source];","Available facts are as follows: 2003-03-24: The depreciation of the currency contributed to a sharp rise in the trade balance, and international reserves reached US$37.8 billion. [Source: www.imf.org] 2003-03-17: The United States has a trade deficit, and free trade is a topic of discussion in the global economy. [Source: thefoundrytheatre.org] 2003-03-10: The United States International Trade Commission reported a U.S. trade balance with Taiwan of $183 million in 2003. [Source: www.usitc.gov] 2003-03-03: The World Trade Organization (WTO) deals with the global rules of trade between nations. [Source]; The United States objected to the establishment of a new international trade organization in 1992. [Source]; In 2003, the growth in Europe generally remained subdued, while international trade took on a firmer trend. [Source] 2003-02-24: The United States has a sizeable and growing trade deficit in bakery products, with U.S. exports increasing only marginally while imports have grown. [Source: www.usitc.gov]; The trade balance has deteriorated in the United States, with the return of the twin deficits. [Source: www.imf.org] 2003-02-17: The U.S. International Trade Commission conducted a study on imports of lamb meat, which rose from 20% to 33% of domestic consumption between 1997 and 2001. [Source: www.usitc.gov]; The World Trade Organization reports that the United States increased its share of total global textile and apparel exports between 1997 and 2001. [Source: www.bis.doc.gov];"
May 2003,59983.5,102068.4,-42084.9,2003-05-01,2003-05-01,2003-05-31,-37764.8,,-34719.05,4307.340957597857,-35277.36666666667,3195.582194739065,-32576.975,5998.023923690759,-29526.580000000005,8573.60872223593,-26720.81666666667,10297.536623565204,-24831.84285714286,10646.295355640092,-37764.8,,"Available facts are as follows: 2003-04-21: The WTO is the only international body dealing with the rules of trade between nations, and its agreement helps push the United States' balance of payments. [Source: www.wto.org] 2003-04-14: The United States International Trade Commission is involved in the disclosure of information related to international trade. [Source: www.justice.gov]; The Balance of Payments is a critical aspect of international trade, and the United States has experienced a recession exacerbated by growing trade deficits. [Source: www.epi.org];","Available facts are as follows: 2003-04-21: The WTO is the only international body dealing with the rules of trade between nations, and its agreement helps push the United States' balance of payments. [Source: www.wto.org] 2003-04-14: The United States International Trade Commission is involved in the disclosure of information related to international trade. [Source: www.justice.gov]; The Balance of Payments is a critical aspect of international trade, and the United States has experienced a recession exacerbated by growing trade deficits. [Source: www.epi.org] 2003-04-07: The United States has a significant impact on global trade, with its economic might driving the world's trade and commerce. [Source: apps.dtic.mil]; The Federal Reserve has played a crucial role in maintaining the country's economic prosperity, with the Federal Trade Commission Act of 1914 backing the Federal Reserve's actions. [Source: www.federalreserve.gov] 2003-03-31: The U.S. trade deficit widened as imports grew faster than exports, according to the WTO report on Gender Dimensions of Multilateral Trade. [Source: www.wto.org];","Available facts are as follows: 2003-04-21: The WTO is the only international body dealing with the rules of trade between nations, and its agreement helps push the United States' balance of payments. [Source: www.wto.org] 2003-04-14: The United States International Trade Commission is involved in the disclosure of information related to international trade. [Source: www.justice.gov]; The Balance of Payments is a critical aspect of international trade, and the United States has experienced a recession exacerbated by growing trade deficits. [Source: www.epi.org] 2003-04-07: The United States has a significant impact on global trade, with its economic might driving the world's trade and commerce. [Source: apps.dtic.mil]; The Federal Reserve has played a crucial role in maintaining the country's economic prosperity, with the Federal Trade Commission Act of 1914 backing the Federal Reserve's actions. [Source: www.federalreserve.gov] 2003-03-31: The U.S. trade deficit widened as imports grew faster than exports, according to the WTO report on Gender Dimensions of Multilateral Trade. [Source: www.wto.org] 2003-03-24: The depreciation of the currency contributed to a sharp rise in the trade balance, and international reserves reached US$37.8 billion. [Source: www.imf.org] 2003-03-17: The United States has a trade deficit, and free trade is a topic of discussion in the global economy. [Source: thefoundrytheatre.org];"
June 2003,61570.2,103957.7,-42387.5,2003-06-01,2003-06-01,2003-06-30,-36495.2,,-34412.25,2945.736139745037,-35116.23333333333,2413.598621008333,-33850.775,3207.674865459401,-31065.32,6819.873995683497,-28142.316666666666,9405.9681040107,-25889.742857142854,10452.056481040328,-36495.2,,"Available facts are as follows: 2003-05-26: The United States had a trade deficit in 2003, with exports slumping 1.5% in the first quarter and 2.2% in the fourth quarter of 2002. [Source: www150.statcan.gc.ca]; The U.S. cotton imports from the top ten countries were examined from 1974 to 2000 to analyze trends and changes in competitiveness. [Source: getd.libs.uga.edu] 2003-05-19: The United States' trade deficit seemed likely to widen further in 2003 given its faster growth rate compared to its trading partners. [Source: www.bis.org];","Available facts are as follows: 2003-05-26: The United States had a trade deficit in 2003, with exports slumping 1.5% in the first quarter and 2.2% in the fourth quarter of 2002. [Source: www150.statcan.gc.ca]; The U.S. cotton imports from the top ten countries were examined from 1974 to 2000 to analyze trends and changes in competitiveness. [Source: getd.libs.uga.edu] 2003-05-19: The United States' trade deficit seemed likely to widen further in 2003 given its faster growth rate compared to its trading partners. [Source: www.bis.org] 2003-05-12: The United States has been experiencing large deficits in its balance of trade. [Source: www.pfw.edu]; The U.S. services are globalizing at a rapid rate and are increasingly in trade surplus. [Source: www.piie.com]; The U.S. international services have a cross-border trade and sales through affiliates. [Source: swer.wtamu.edu] 2003-05-05: NA.;","Available facts are as follows: 2003-05-26: The United States had a trade deficit in 2003, with exports slumping 1.5% in the first quarter and 2.2% in the fourth quarter of 2002. [Source: www150.statcan.gc.ca]; The U.S. cotton imports from the top ten countries were examined from 1974 to 2000 to analyze trends and changes in competitiveness. [Source: getd.libs.uga.edu] 2003-05-19: The United States' trade deficit seemed likely to widen further in 2003 given its faster growth rate compared to its trading partners. [Source: www.bis.org] 2003-05-12: The United States has been experiencing large deficits in its balance of trade. [Source: www.pfw.edu]; The U.S. services are globalizing at a rapid rate and are increasingly in trade surplus. [Source: www.piie.com]; The U.S. international services have a cross-border trade and sales through affiliates. [Source: swer.wtamu.edu] 2003-05-05: NA. 2003-04-28: The U.S. trade deficit rose in 2002, primarily due to an increase in the value of imports. [Source: www.federalreserve.gov]; The trade deficit is financed by foreign investors acquiring U.S.-based assets, resulting in a net outflow of dollars. [Source: www.everycrsreport.com] 2003-04-21: The WTO is the only international body dealing with the rules of trade between nations, and its agreement helps push the United States' balance of payments. [Source: www.wto.org];"
July 2003,57070.2,107631.0,-50560.8,2003-07-01,2003-07-01,2003-07-31,-45440.3,,-42727.15,3836.973526752565,-42470.76666666667,2749.250836743229,-40297.575,4891.826672028218,-37189.74,8138.837022449829,-34308.99999999999,10138.269682149908,-32276.885714285712,10703.278909510016,-45440.3,,"Available facts are as follows: 2003-06-23: The United States Federal Reserve has evaluated policy indicators, including production, investment, real income, productivity, international trade, and more. [Source: www.federalreserve.gov] 2003-06-16: The balance of trade deficit with the United States had grown from £74 million in 1914 to £227 million by 1916. [Source: piketty.pse.ens.fr];","Available facts are as follows: 2003-06-23: The United States Federal Reserve has evaluated policy indicators, including production, investment, real income, productivity, international trade, and more. [Source: www.federalreserve.gov] 2003-06-16: The balance of trade deficit with the United States had grown from £74 million in 1914 to £227 million by 1916. [Source: piketty.pse.ens.fr] 2003-06-09: The United States trade deficit is a significant issue, with a large proportion of the deficit attributed to trade with other countries. [Source: unctad.org]; In 2003, Singapore's total exports to the world totaled $125 billion, and its total imports measured $116 billion, resulting in a trade balance surplus. [Source: ustr.gov] 2003-06-02: The United States consistently runs a deficit in motor vehicle trade, as U.S. automakers import more vehicles than they export. [Source: usitc.gov];","Available facts are as follows: 2003-06-23: The United States Federal Reserve has evaluated policy indicators, including production, investment, real income, productivity, international trade, and more. [Source: www.federalreserve.gov] 2003-06-16: The balance of trade deficit with the United States had grown from £74 million in 1914 to £227 million by 1916. [Source: piketty.pse.ens.fr] 2003-06-09: The United States trade deficit is a significant issue, with a large proportion of the deficit attributed to trade with other countries. [Source: unctad.org]; In 2003, Singapore's total exports to the world totaled $125 billion, and its total imports measured $116 billion, resulting in a trade balance surplus. [Source: ustr.gov] 2003-06-02: The United States consistently runs a deficit in motor vehicle trade, as U.S. automakers import more vehicles than they export. [Source: usitc.gov] 2003-05-26: The United States had a trade deficit in 2003, with exports slumping 1.5% in the first quarter and 2.2% in the fourth quarter of 2002. [Source: www150.statcan.gc.ca]; The U.S. cotton imports from the top ten countries were examined from 1974 to 2000 to analyze trends and changes in competitiveness. [Source: getd.libs.uga.edu] 2003-05-19: The United States' trade deficit seemed likely to widen further in 2003 given its faster growth rate compared to its trading partners. [Source: www.bis.org];"
August 2003,58611.1,102307.0,-43695.9,2003-08-01,2003-08-01,2003-08-31,-42786.2,,-39701.2,4362.848839920998,-39771.566666666666,3087.4065821224995,-37906.025,4502.854921324913,-34843.6,7880.292585621424,-31747.066666666666,10354.241695781817,-29561.914285714283,11079.989654391766,-42786.2,,"Available facts are as follows: 2003-07-21: The United States currently has an enormous trade deficit, importing more than it exports, with a balance of almost 2% of GDP. [Source: www.epi.org] 2003-07-14: The United States had a significant foreign exchange account deficit in the past. [Source: www.jstor.org]; Taiwan's balance of trade would be affected by its economic integration with China, and mainland China replaced the United States as Taiwan's largest trade partner. [Source: projects.iq.harvard.edu];","Available facts are as follows: 2003-07-21: The United States currently has an enormous trade deficit, importing more than it exports, with a balance of almost 2% of GDP. [Source: www.epi.org] 2003-07-14: The United States had a significant foreign exchange account deficit in the past. [Source: www.jstor.org]; Taiwan's balance of trade would be affected by its economic integration with China, and mainland China replaced the United States as Taiwan's largest trade partner. [Source: projects.iq.harvard.edu] 2003-07-07: The United States is a major player in global trade, and its trade balance is affected by various factors, including trade policies and agreements. [Source: www.wto.org] 2003-06-30: The US trade deficit was a concern in 2003, with a widening trade deficit and a decrease in net exports. [Source: researchbriefings.files.parliament.uk]; The improved merchandise trade balance was offset by an increase in the invisible services deficit, reflecting primarily the cost for international transactions. [Source: documents.worldbank.org];","Available facts are as follows: 2003-07-21: The United States currently has an enormous trade deficit, importing more than it exports, with a balance of almost 2% of GDP. [Source: www.epi.org] 2003-07-14: The United States had a significant foreign exchange account deficit in the past. [Source: www.jstor.org]; Taiwan's balance of trade would be affected by its economic integration with China, and mainland China replaced the United States as Taiwan's largest trade partner. [Source: projects.iq.harvard.edu] 2003-07-07: The United States is a major player in global trade, and its trade balance is affected by various factors, including trade policies and agreements. [Source: www.wto.org] 2003-06-30: The US trade deficit was a concern in 2003, with a widening trade deficit and a decrease in net exports. [Source: researchbriefings.files.parliament.uk]; The improved merchandise trade balance was offset by an increase in the invisible services deficit, reflecting primarily the cost for international transactions. [Source: documents.worldbank.org] 2003-06-23: The United States Federal Reserve has evaluated policy indicators, including production, investment, real income, productivity, international trade, and more. [Source: www.federalreserve.gov] 2003-06-16: The balance of trade deficit with the United States had grown from £74 million in 1914 to £227 million by 1916. [Source: piketty.pse.ens.fr];"
September 2003,60238.6,108321.9,-48083.3,2003-09-01,2003-09-01,2003-09-30,-42151.3,,-38201.3,5586.1435713737255,-38455.56666666667,3974.475388442269,-36544.925,5013.299916804633,-33797.6,7522.556435148892,-31378.08333333333,8966.350966679069,-29425.6,9678.922781832009,-42151.3,,"Available facts are as follows: 2003-08-25: The United States had a trade deficit in 2003, with a merchandise trade deficit in all seven geographic regions, equivalent to 5% of its GDP. [Source: www.wto.org]; Historically, the United States did not always run a trade deficit, but since 1989, the trade balance has been running a larger and larger deficit. [Source: archive.globalpolicy.org] 2003-08-18: The United States had a trade surplus of US$1.4 billion in TE 2000, which was a slight drop from US$1.6 billion in TE 1994. [Source: www.fao.org]; The large trade deficit of the United States was mentioned as a factor in the world economy in 2003. [Source: www.un.org];","Available facts are as follows: 2003-08-25: The United States had a trade deficit in 2003, with a merchandise trade deficit in all seven geographic regions, equivalent to 5% of its GDP. [Source: www.wto.org]; Historically, the United States did not always run a trade deficit, but since 1989, the trade balance has been running a larger and larger deficit. [Source: archive.globalpolicy.org] 2003-08-18: The United States had a trade surplus of US$1.4 billion in TE 2000, which was a slight drop from US$1.6 billion in TE 1994. [Source: www.fao.org]; The large trade deficit of the United States was mentioned as a factor in the world economy in 2003. [Source: www.un.org] 2003-08-11: The United States has had large current-account deficits, and trade with Asia alone accounted for one half of the United States' trade deficit in 2002. [Source: www.econlib.org, www.wto.org] 2003-08-04: The United States experienced trade disruptions between 1807 and 1815 due to Jefferson's trade embargo, subsequent non-importation measures, and the British blockade. [Source: www.nber.org]; The trade balance deteriorates in the period after an exogenous shock, and in some cases, it results in a declaration of a state of emergency and an appeal for fund assistance. [Source: www.imf.org];","Available facts are as follows: 2003-08-25: The United States had a trade deficit in 2003, with a merchandise trade deficit in all seven geographic regions, equivalent to 5% of its GDP. [Source: www.wto.org]; Historically, the United States did not always run a trade deficit, but since 1989, the trade balance has been running a larger and larger deficit. [Source: archive.globalpolicy.org] 2003-08-18: The United States had a trade surplus of US$1.4 billion in TE 2000, which was a slight drop from US$1.6 billion in TE 1994. [Source: www.fao.org]; The large trade deficit of the United States was mentioned as a factor in the world economy in 2003. [Source: www.un.org] 2003-08-11: The United States has had large current-account deficits, and trade with Asia alone accounted for one half of the United States' trade deficit in 2002. [Source: www.econlib.org, www.wto.org] 2003-08-04: The United States experienced trade disruptions between 1807 and 1815 due to Jefferson's trade embargo, subsequent non-importation measures, and the British blockade. [Source: www.nber.org]; The trade balance deteriorates in the period after an exogenous shock, and in some cases, it results in a declaration of a state of emergency and an appeal for fund assistance. [Source: www.imf.org] 2003-07-28: The United States had trade relations with China, and according to a report by the office of the US trade representative, China's international trade remained a relatively closed economy. [Source]; The Foreign Assistance Act of 1961, as amended, included provisions for Balance-of-Payments Support. [Source] 2003-07-21: The United States currently has an enormous trade deficit, importing more than it exports, with a balance of almost 2% of GDP. [Source: www.epi.org];"
October 2003,66388.6,117157.6,-50769.0,2003-10-01,2003-10-01,2003-10-31,-44275.2,,-42375.6,2686.440083083929,-42976.16666666666,2165.761095627432,-40103.975,6010.403810269323,-36562.9,9475.746738384263,-33626.88333333333,11115.439001751873,-31395.92857142857,11738.86426430233,-44275.2,,"Available facts are as follows: 2003-09-22: The United States had a trade deficit with the European Community in 1977 ($324 million). [Source] 2003-09-15: The United States and Germany, the two largest economies in the late-nineteenth century, were highly protectionist. [Source: eprints.lse.ac.uk]; The International Monetary Fund's Balance of Payments Manual (1993) is used to calculate the United States' trade balance. [Source: www.imf.org]; The Bureau of Economic Analysis (BEA) prepares estimates of stocks of U.S. direct investment abroad and of foreign direct investment in the United States. [Source: www.bea.gov];","Available facts are as follows: 2003-09-22: The United States had a trade deficit with the European Community in 1977 ($324 million). [Source] 2003-09-15: The United States and Germany, the two largest economies in the late-nineteenth century, were highly protectionist. [Source: eprints.lse.ac.uk]; The International Monetary Fund's Balance of Payments Manual (1993) is used to calculate the United States' trade balance. [Source: www.imf.org]; The Bureau of Economic Analysis (BEA) prepares estimates of stocks of U.S. direct investment abroad and of foreign direct investment in the United States. [Source: www.bea.gov] 2003-09-08: The United States is considered the engine of global economic growth, and its current account and trade balance have an impact on the global economy. [Source: www.newyorkfed.org] 2003-09-01: The overall net surplus in the United States masks a growing deficit in agricultural trade, which is more than offset by a surplus in manufactured exports. [Source: carnegieendowment.org]; The trade balance (deficit) in Liberia was -12.0, -12.9, and -4.5 in 2002. [Source: www.elibrary.imf.org]; In the United States, the Federal Reserve kept interest rates low, and the trade deficit reduced by 2.0% in 2003. [Source: cdn.centralbankbahamas.com];","Available facts are as follows: 2003-09-22: The United States had a trade deficit with the European Community in 1977 ($324 million). [Source] 2003-09-15: The United States and Germany, the two largest economies in the late-nineteenth century, were highly protectionist. [Source: eprints.lse.ac.uk]; The International Monetary Fund's Balance of Payments Manual (1993) is used to calculate the United States' trade balance. [Source: www.imf.org]; The Bureau of Economic Analysis (BEA) prepares estimates of stocks of U.S. direct investment abroad and of foreign direct investment in the United States. [Source: www.bea.gov] 2003-09-08: The United States is considered the engine of global economic growth, and its current account and trade balance have an impact on the global economy. [Source: www.newyorkfed.org] 2003-09-01: The overall net surplus in the United States masks a growing deficit in agricultural trade, which is more than offset by a surplus in manufactured exports. [Source: carnegieendowment.org]; The trade balance (deficit) in Liberia was -12.0, -12.9, and -4.5 in 2002. [Source: www.elibrary.imf.org]; In the United States, the Federal Reserve kept interest rates low, and the trade deficit reduced by 2.0% in 2003. [Source: cdn.centralbankbahamas.com] 2003-08-25: The United States had a trade deficit in 2003, with a merchandise trade deficit in all seven geographic regions, equivalent to 5% of its GDP. [Source: www.wto.org]; Historically, the United States did not always run a trade deficit, but since 1989, the trade balance has been running a larger and larger deficit. [Source: archive.globalpolicy.org] 2003-08-18: The United States had a trade surplus of US$1.4 billion in TE 2000, which was a slight drop from US$1.6 billion in TE 1994. [Source: www.fao.org]; The large trade deficit of the United States was mentioned as a factor in the world economy in 2003. [Source: www.un.org];"
November 2003,64491.7,106066.3,-41574.5,2003-11-01,2003-11-01,2003-11-30,-42894.3,,-38349.8,6426.893534204531,-38493.53333333333,4551.31388319168,-37028.2,4732.699633401639,-33547.64,8796.040241665563,-30270.783333333336,11239.350374005906,-27803.38571428572,12160.819096512178,-42894.3,,"Available facts are as follows: 2003-10-20: The United States has a significant impact on global trade, with 16% of all crude oil used in the country and 23% of all crude oil extracted. [Source: rmi.org]; The US dollar is widely used in international trade, with a significant amount of dollars in circulation among the Iraqi population. [Source: www.imf.org] 2003-10-13: The U.S. trade deficit has been a concern in the early 2000s, with a real exchange rate appreciation and external balance deterioration. [Source: www.imf.org]; The Board of Governors of the Federal Reserve System has examined the relationship between U.S. potential output and trade balance. [Source: www.federalreserve.gov]; The OECD provides data on international trade, including imports, exports, and trade balance, for countries including the United States. [Source: www.oecd.org];","Available facts are as follows: 2003-10-20: The United States has a significant impact on global trade, with 16% of all crude oil used in the country and 23% of all crude oil extracted. [Source: rmi.org]; The US dollar is widely used in international trade, with a significant amount of dollars in circulation among the Iraqi population. [Source: www.imf.org] 2003-10-13: The U.S. trade deficit has been a concern in the early 2000s, with a real exchange rate appreciation and external balance deterioration. [Source: www.imf.org]; The Board of Governors of the Federal Reserve System has examined the relationship between U.S. potential output and trade balance. [Source: www.federalreserve.gov]; The OECD provides data on international trade, including imports, exports, and trade balance, for countries including the United States. [Source: www.oecd.org] 2003-10-06: The United States has a trade and services balance equivalent to only half of the world commodity price. [Source: www.imf.org] 2003-09-29: The United States is an important trade partner for several countries, including Guyana, Canada, and India. [Source: www.wto.org, www.collins.senate.gov, www.mea.gov.in];","Available facts are as follows: 2003-10-20: The United States has a significant impact on global trade, with 16% of all crude oil used in the country and 23% of all crude oil extracted. [Source: rmi.org]; The US dollar is widely used in international trade, with a significant amount of dollars in circulation among the Iraqi population. [Source: www.imf.org] 2003-10-13: The U.S. trade deficit has been a concern in the early 2000s, with a real exchange rate appreciation and external balance deterioration. [Source: www.imf.org]; The Board of Governors of the Federal Reserve System has examined the relationship between U.S. potential output and trade balance. [Source: www.federalreserve.gov]; The OECD provides data on international trade, including imports, exports, and trade balance, for countries including the United States. [Source: www.oecd.org] 2003-10-06: The United States has a trade and services balance equivalent to only half of the world commodity price. [Source: www.imf.org] 2003-09-29: The United States is an important trade partner for several countries, including Guyana, Canada, and India. [Source: www.wto.org, www.collins.senate.gov, www.mea.gov.in] 2003-09-22: The United States had a trade deficit with the European Community in 1977 ($324 million). [Source] 2003-09-15: The United States and Germany, the two largest economies in the late-nineteenth century, were highly protectionist. [Source: eprints.lse.ac.uk]; The International Monetary Fund's Balance of Payments Manual (1993) is used to calculate the United States' trade balance. [Source: www.imf.org]; The Bureau of Economic Analysis (BEA) prepares estimates of stocks of U.S. direct investment abroad and of foreign direct investment in the United States. [Source: www.bea.gov];"
