Date,OT,Anomaly,start_date,end_date,date,his_avg_1,his_std_1,his_avg_2,his_std_2,his_avg_3,his_std_3,his_avg_4,his_std_4,his_avg_5,his_std_5,his_avg_6,his_std_6,his_avg_7,his_std_7,prior_history_avg,prior_history_std
199011,2.09,-0.14,1990-11-01,1990-11-30,1990-11-01,1.73,,2.45,1.0182337649086284,2.48,0.7218725649309579,2.5925000000000002,0.6308922253443927,2.782,0.6914260625692382,2.7933333333333334,0.6190530402693025,2.9528571428571433,0.705330047701412,2.9528571428571433,0.705330047701412
199012,2.69,0.35,1990-12-01,1990-12-31,1990-12-01,1.34,,1.5150000000000001,0.24748737341529153,1.9666666666666668,0.8016441438277544,1.975,0.6547518613948341,1.8719999999999999,0.6120212414614382,1.9749999999999999,0.6027520219791884,2.182857142857143,0.7779398924020263,2.182857142857143,0.7779398924020263
199101,2.37,0.06,1991-01-01,1991-01-31,1991-01-01,2.78,,2.415,0.5161879502661797,2.2666666666666666,0.44635561308594884,2.2424999999999997,0.367638862653737,2.0839999999999996,0.47642418074652754,1.973333333333333,0.5050412524404978,1.884285714285714,0.5177469505095174,1.884285714285714,0.5177469505095174
199102,1.64,-0.49,1991-02-01,1991-02-28,1991-02-01,2.68,,2.3449999999999998,0.4737615433949871,2.07,0.5823229344616268,2.135,0.49291649056069,2.272,0.5254236386003204,2.243333333333333,0.4751701449656393,2.224285714285714,0.4366866589389216,2.224285714285714,0.4366866589389216
199103,3.33,0.82,1991-03-01,1991-03-31,1991-03-01,2.71,,2.81,0.14142135623730964,2.5533333333333332,0.4556680078010013,2.5825,0.37659660115301097,2.462,0.4230484605810545,2.4650000000000003,0.37845739522435023,2.505714285714286,0.3618865910225257,2.505714285714286,0.3618865910225257
199104,3.35,0.83,1991-04-01,1991-04-30,1991-04-01,2.49,,2.14,0.4949747468305834,2.1999999999999997,0.36510272527057375,2.0149999999999997,0.47514909940635125,2.0599999999999996,0.42361539159950273,2.045,0.380670461160306,2.174285714285714,0.487608351817219,2.174285714285714,0.487608351817219
199105,3.72,0.81,1991-05-01,1991-05-31,1991-05-01,3.83,,3.54,0.4101219330881976,3.0500000000000003,0.8968834929911467,3.0975,0.7384386681821767,3.068,0.64289968113229,2.981666666666667,0.6126799055515586,3.005714285714286,0.5629048807408804,3.005714285714286,0.5629048807408804
199106,2.84,-0.08,1991-06-01,1991-06-30,1991-06-01,2.5,,3.15,0.9192388155425116,2.6366666666666667,1.1013779248438444,2.68,0.9034378783292185,2.75,0.7979035029375419,2.7283333333333335,0.7156372451645222,2.757142857142857,0.6577161060750117,2.757142857142857,0.6577161060750117
199107,2.7,-0.08,1991-07-01,1991-07-31,1991-07-01,2.94,,2.9,0.05656854249492385,2.8333333333333335,0.1222020185321556,2.8325,0.09979144919948457,2.816,0.09396807968666798,2.8000000000000003,0.09273618495495693,2.8042857142857147,0.08541216596737305,2.8042857142857147,0.08541216596737305
199108,2.6,-0.02,1991-08-01,1991-08-31,1991-08-01,2.65,,2.69,0.05656854249492385,2.65,0.08000000000000007,2.6725,0.0793200268952721,2.702,0.09523654760647304,2.7383333333333333,0.12319361455313611,2.6942857142857144,0.1619523739516387,2.6942857142857144,0.1619523739516387
199109,2.53,0.04,1991-09-01,1991-09-30,1991-09-01,2.04,,2.3600000000000003,0.45254833995939053,2.5100000000000002,0.412189276910499,2.43,0.3726481808176,2.662,0.6109582637136516,2.716666666666667,0.5626248009701196,2.6014285714285714,0.5972835332131793,2.6014285714285714,0.5972835332131793
199110,2.1,-0.06,1991-10-01,1991-10-31,1991-10-01,2.76,,2.3249999999999997,0.6151828996322963,2.0266666666666664,0.675450466972474,2.0266666666666664,0.675450466972474,2.2224999999999997,0.6764305827897888,2.4139999999999997,0.7256238695081634,2.6199999999999997,0.8220948850345683,2.6199999999999997,0.8220948850345683
199111,2.49,0.26,1991-11-01,1991-11-30,1991-11-01,2.09,,1.91,0.25455844122715704,2.33,0.7493997598078078,2.3825000000000003,0.6208260625972463,2.492,0.5907791465513996,2.6666666666666665,0.6799019537158771,2.692857142857143,0.6245188624243543,2.692857142857143,0.6245188624243543
199112,2.77,0.43,1991-12-01,1991-12-31,1991-12-01,2.69,,2.015,0.954594154601839,1.906666666666667,0.70059498523279,2.1475,0.7478134794184977,2.118,0.6509761900407726,2.0083333333333333,0.6412305877503557,2.0771428571428574,0.6130175170339557,2.0771428571428574,0.6130175170339557
199201,2.08,-0.23,1992-01-01,1992-01-31,1992-01-01,2.37,,2.575,0.2899137802864843,2.4,0.3659234892706397,2.2925,0.3680919269240588,2.268,0.3234501507187777,2.1316666666666664,0.44183330189865344,2.03,0.48480236523075393,2.03,0.48480236523075393
199202,2.32,0.19,1992-02-01,1992-02-29,1992-02-01,1.64,,2.16,0.7353910524340096,2.11,0.5271622141238882,1.9625,0.5218157401484425,2.036,0.480863806082346,2.1666666666666665,0.5361218766909878,2.157142857142857,0.49005830556898317,2.157142857142857,0.49005830556898317
199203,2.51,0.0,1992-03-01,1992-03-31,1992-03-01,3.33,,3.02,0.4384062043356595,2.983333333333333,0.3164385143014885,2.7474999999999996,0.5377964298877411,2.7319999999999998,0.4670331893987836,2.6066666666666665,0.5184078188710763,2.588571428571428,0.4756549369528493,2.588571428571428,0.4756549369528493
199204,2.06,-0.46,1992-04-01,1992-04-30,1992-04-01,3.35,,2.92,0.6081118318204308,2.5433333333333334,0.7813663246732184,2.4875,0.6476817634198655,2.282,0.7250999931043994,2.275,0.6487757702010765,2.2314285714285718,0.6033635877707729,2.2314285714285718,0.6033635877707729
199205,2.28,-0.63,1992-05-01,1992-05-31,1992-05-01,3.72,,3.7750000000000004,0.07778174593052013,3.6,0.30805843601498734,3.2175000000000002,0.8052898029074173,3.222,0.6974740138528461,3.1766666666666663,0.6336455370841547,3.087142857142857,0.6250523787575537,3.087142857142857,0.6250523787575537
199206,3.39,0.47,1992-06-01,1992-06-30,1992-06-01,2.84,,2.67,0.24041630560342606,3.046666666666667,0.6741908730718128,2.6875,0.9049999999999999,2.712,0.7856653231497492,2.765,0.7146117827184212,2.744285714285714,0.6546463967378914,2.744285714285714,0.6546463967378914
199207,3.65,0.87,1992-07-01,1992-07-31,1992-07-01,2.7,,2.8200000000000003,0.16970562748477125,2.8333333333333335,0.12220201853215559,2.8,0.11999999999999987,2.806,0.10478549517943776,2.796666666666667,0.09647106647418513,2.7857142857142856,0.09271050693011054,2.7857142857142856,0.09271050693011054
199208,2.9,0.28,1992-08-01,1992-08-31,1992-08-01,2.6,,2.625,0.03535533905932725,2.66,0.06557438524301996,2.6375,0.06994045086119097,2.6580000000000004,0.07596051605933185,2.685,0.09481561052906848,2.718571428571429,0.1240199676703408,2.718571428571429,0.1240199676703408
199209,2.33,-0.16,1992-09-01,1992-09-30,1992-09-01,2.53,,2.285,0.3464823227814081,2.4166666666666665,0.3347138081007913,2.515,0.33669966834950504,2.45,0.32580669115289823,2.64,0.5491083681751717,2.69,0.5184271083447186,2.69,0.5184271083447186
199210,1.67,-0.49,1992-10-01,1992-10-31,1992-10-01,2.1,,2.4299999999999997,0.46669047558312116,2.2499999999999996,0.45398237851264656,2.045,0.5527205442174191,2.045,0.5527205442174191,2.198,0.588362133383854,2.361666666666667,0.6615562460340516,2.361666666666667,0.6615562460340516
199211,3.27,1.04,1992-11-01,1992-11-30,1992-11-01,2.49,,2.29,0.2828427124746193,2.1033333333333335,0.38017539811688683,2.37,0.6170899448216606,2.404,0.5397962578603153,2.4916666666666667,0.5284095633754813,2.641428571428571,0.6242443050448697,2.641428571428571,0.6242443050448697
199212,2.79,0.45,1992-12-01,1992-12-31,1992-12-01,2.77,,2.73,0.05656854249492385,2.2666666666666666,0.8035131195776042,2.1225,0.7166298440152582,2.272,0.7049255279815024,2.2266666666666666,0.6402082994359466,2.117142857142857,0.6523218603755431,2.117142857142857,0.6523218603755431
199301,3.2,0.89,1993-01-01,1993-01-31,1993-01-01,2.08,,2.225,0.2050609665440988,2.41,0.35171010790137935,2.3200000000000003,0.3389198528659344,2.2500000000000004,0.3326409475695979,2.236666666666667,0.2993103183431314,2.1242857142857146,0.40380924303673976,2.1242857142857146,0.40380924303673976
199302,2.17,0.04,1993-02-01,1993-02-28,1993-02-01,2.32,,1.98,0.4808326112068523,2.2133333333333334,0.528141395209023,2.1625,0.44304815389150054,2.034,0.479353731601205,2.0833333333333335,0.44545108223761976,2.1885714285714286,0.49282953683900926,2.1885714285714286,0.49282953683900926
199303,2.85,0.34,1993-03-01,1993-03-31,1993-03-01,2.51,,2.92,0.5798275605729691,2.85,0.42755116652863917,2.865,0.35038074528527785,2.7,0.4777028364998475,2.6950000000000003,0.4274459030099599,2.592857142857143,0.474647739055477,2.592857142857143,0.474647739055477
199304,2.91,0.39,1993-04-01,1993-04-30,1993-04-01,2.06,,2.705,0.9121677477306463,2.6333333333333333,0.656835849610337,2.4225000000000003,0.68222063879657,2.402,0.5925959837865931,2.2450000000000006,0.654851128119972,2.2442857142857147,0.5977975449614232,2.2442857142857147,0.5977975449614232
199305,2.94,0.03,1993-05-01,1993-05-31,1993-05-01,2.28,,3.0,1.0182337649086288,3.276666666666667,0.8648892029233187,3.27,0.7063049388661152,3.0300000000000002,0.8137259981099291,3.065,0.7328505986898014,3.0485714285714285,0.670408546371255,3.0485714285714285,0.670408546371255
199306,3.61,0.69,1993-06-01,1993-06-30,1993-06-01,3.39,,3.115,0.38890872965260137,2.91,0.44911023145771245,3.1325000000000003,0.5766209037718514,2.8280000000000003,0.844375508882156,2.8249999999999997,0.755268164296629,2.8542857142857145,0.6938024969412439,2.8542857142857145,0.6938024969412439
199307,3.3,0.52,1993-07-01,1993-07-31,1993-07-01,3.65,,3.175,0.6717514421272199,3.0966666666666662,0.4939973009372958,3.0374999999999996,0.42034707881305255,2.9699999999999998,0.39408120990476053,2.9466666666666668,0.357080756505677,2.9185714285714286,0.3343365854658331,2.9185714285714286,0.3343365854658331
199308,2.77,0.15,1993-08-01,1993-08-31,1993-08-01,2.9,,2.75,0.21213203435596414,2.716666666666667,0.16072751268321586,2.72,0.1314026889628468,2.6900000000000004,0.13209844813622906,2.6983333333333337,0.11990273836183506,2.7157142857142857,0.11872336794093273,2.7157142857142857,0.11872336794093273
199309,2.58,0.09,1993-09-01,1993-09-30,1993-09-01,2.33,,2.4299999999999997,0.1414213562373093,2.3,0.24637369989509827,2.395,0.27670682439482164,2.478,0.3031006433513463,2.43,0.2954995769878529,2.595714285714286,0.5147768818577987,2.595714285714286,0.5147768818577987
199310,2.19,0.03,1993-10-01,1993-10-31,1993-10-01,1.67,,1.885,0.3040559159102156,2.1766666666666663,0.5490294466905515,2.105,0.47063786503000365,1.97,0.5071981861166303,1.97,0.5071981861166303,2.11,0.5686826883245173,2.11,0.5686826883245173
199311,2.12,-0.11,1993-11-01,1993-11-30,1993-11-01,3.27,,2.88,0.5515432893255069,2.6166666666666667,0.6001111008249501,2.395,0.6607823645750039,2.55,0.6690291473471093,2.5483333333333333,0.5984117868714375,2.6028571428571428,0.5649989464802652,2.6028571428571428,0.5649989464802652
199312,1.96,-0.38,1993-12-01,1993-12-31,1993-12-01,2.79,,2.7800000000000002,0.014142135623730963,2.75,0.05291502622129186,2.3975,0.7063226363827416,2.256,0.6886798966138042,2.358333333333333,0.6650238090975891,2.307142857142857,0.6220052059191113,2.307142857142857,0.6220052059191113
199401,2.24,-0.07,1994-01-01,1994-01-31,1994-01-01,3.2,,2.64,0.7919595949289333,2.5500000000000003,0.5812916651733449,2.6075,0.48835608593184,2.496,0.4909480624261593,2.4083333333333337,0.4888114837712661,2.3742857142857146,0.45522364990032255,2.3742857142857146,0.45522364990032255
199402,2.15,0.02,1994-02-01,1994-02-28,1994-02-01,2.17,,2.245,0.10606601717798206,2.0433333333333334,0.3572580766523457,2.2025,0.4317696144936557,2.164,0.38370561632584954,2.0566666666666666,0.43232703670562483,2.0957142857142856,0.40795658032267534,2.0957142857142856,0.40795658032267534
199403,2.36,-0.15,1994-03-01,1994-03-31,1994-03-01,2.85,,2.6799999999999997,0.24041630560342636,2.8966666666666665,0.41198705481281017,2.8499999999999996,0.34909406564229467,2.8619999999999997,0.3035127674415033,2.7249999999999996,0.43163642107681327,2.7171428571428566,0.3945763249239318,2.7171428571428566,0.3945763249239318
199404,2.82,0.3,1994-04-01,1994-04-30,1994-04-01,2.91,,2.4850000000000003,0.6010407640085654,2.7733333333333334,0.6557692683660415,2.7025,0.553857683284554,2.5200000000000005,0.6297618597533515,2.486666666666667,0.569163128344297,2.3400000000000003,0.6484854148963826,2.3400000000000003,0.6484854148963826
199405,2.43,-0.48,1994-05-01,1994-05-31,1994-05-01,2.94,,2.61,0.4666904755831215,2.98,0.7208328516376041,3.1925,0.725964875183366,3.2039999999999997,0.6292296877929395,3.015,0.7287454974131917,3.0471428571428567,0.6706642052402054,3.0471428571428567,0.6706642052402054
199406,2.9,-0.02,1994-06-01,1994-06-30,1994-06-01,3.61,,3.5,0.15556349186104027,3.28,0.3966106403010389,3.085,0.5069187969159031,3.228,0.5431114066193049,2.9583333333333335,0.819936989448986,2.937142857142857,0.7505934160319261,2.937142857142857,0.7505934160319261
199407,3.09,0.31,1994-07-01,1994-07-31,1994-07-01,3.3,,3.4749999999999996,0.2474873734152917,3.2166666666666663,0.48045117684665234,3.1474999999999995,0.4159627387158613,3.0899999999999994,0.3824918299781055,3.025,0.3773459950761369,2.997142857142857,0.3522647813654895,2.997142857142857,0.3522647813654895
199408,2.54,-0.08,1994-08-01,1994-08-31,1994-08-01,2.77,,2.835,0.0919238815542511,2.7566666666666664,0.15044378795195668,2.73,0.13391539617733772,2.73,0.11597413504743198,2.703333333333333,0.12258330500792786,2.7085714285714286,0.11275764148954925,2.7085714285714286,0.11275764148954925
199409,2.14,-0.35,1994-09-01,1994-09-30,1994-09-01,2.58,,2.455,0.1767766952966369,2.48,0.13228756555322949,2.37,0.24508501926202395,2.432,0.25351528553521185,2.495,0.27428087793355194,2.4514285714285715,0.2756464263888658,2.4514285714285715,0.2756464263888658
199410,2.86,0.7,1994-10-01,1994-10-31,1994-10-01,2.19,,1.93,0.36769552621700474,1.9866666666666666,0.27790885796126286,2.1799999999999997,0.4483302354291978,2.122,0.40935314827175806,2.0066666666666664,0.4624572052273233,2.0066666666666664,0.4624572052273233,2.0066666666666664,0.4624572052273233
199411,2.9,0.67,1994-11-01,1994-11-30,1994-11-01,2.12,,2.6950000000000003,0.8131727983645296,2.626666666666667,0.5870547958524257,2.4925,0.5493253437930326,2.3400000000000003,0.5853204250664759,2.4783333333333335,0.623615800526788,2.487142857142857,0.5697576761429455,2.487142857142857,0.5697576761429455
199412,2.19,-0.15,1994-12-01,1994-12-31,1994-12-01,1.96,,2.375,0.5868986283848344,2.5066666666666664,0.4735328218121035,2.5524999999999998,0.3973558438813587,2.3099999999999996,0.642222702806433,2.2066666666666666,0.6277154344658626,2.301428571428571,0.6254712509094928,2.301428571428571,0.6254712509094928
199501,3.18,0.87,1995-01-01,1995-01-31,1995-01-01,2.24,,2.72,0.6788225099390857,2.506666666666667,0.6057502235520292,2.4725,0.49929116421850156,2.534,0.45374001366421274,2.453333333333333,0.4513830597914223,2.384285714285714,0.45073484973086425,2.384285714285714,0.45073484973086425
199502,1.6,-0.53,1995-02-01,1995-02-28,1995-02-01,2.15,,2.16,0.014142135623730963,2.2133333333333334,0.09291573243177564,2.0700000000000003,0.2965355515504563,2.192,0.3746598457267606,2.1616666666666666,0.3432443250319905,2.07,0.396232255123179,2.07,0.396232255123179
199503,2.99,0.48,1995-03-01,1995-03-31,1995-03-01,2.36,,2.605,0.34648232278140845,2.5733333333333333,0.2510644007686741,2.7625,0.4303002827483773,2.7520000000000002,0.3733898766704851,2.7783333333333338,0.3401421271566736,2.672857142857143,0.4174811087827523,2.672857142857143,0.4174811087827523
199504,2.82,0.3,1995-04-01,1995-04-30,1995-04-01,2.82,,2.865,0.0636396103067895,2.596666666666667,0.46694039591079856,2.785,0.535941539100426,2.726,0.4825246107713056,2.5700000000000003,0.5764373339748216,2.5342857142857147,0.5346293776333017,2.5342857142857147,0.5346293776333017
199505,4.1,1.19,1995-05-01,1995-05-31,1995-05-01,2.43,,2.685,0.36062445840513907,2.5500000000000003,0.34597687784012393,2.8425000000000002,0.6496345126299865,3.04,0.7152272366178459,3.0750000000000006,0.6454378358912655,2.931428571428572,0.7010332510285223,2.931428571428572,0.7010332510285223
199506,3.22,0.3,1995-06-01,1995-06-30,1995-06-01,2.9,,3.255,0.5020458146424487,3.3000000000000003,0.363455636907725,3.185,0.37545527918337585,3.048,0.44673258220103,3.1733333333333333,0.5038915227176051,2.9499999999999997,0.7488212959934655,2.9499999999999997,0.7488212959934655
199507,2.65,-0.13,1995-07-01,1995-07-31,1995-07-01,3.09,,3.195,0.14849242404917495,3.3466666666666662,0.2829016319029167,3.1849999999999996,0.3973663297261104,3.1359999999999997,0.36115093797469217,3.09,0.3421110930677343,3.0342857142857143,0.3453431695602285,3.0342857142857143,0.3453431695602285
199508,2.66,0.04,1995-08-01,1995-08-31,1995-08-01,2.54,,2.6550000000000002,0.1626345596729059,2.736666666666667,0.18230011885167083,2.7025,0.16378339354159197,2.692,0.14377065069060507,2.6983333333333337,0.12952477240538451,2.68,0.12780193008453875,2.68,0.12780193008453875
199509,2.2,-0.29,1995-09-01,1995-09-30,1995-09-01,2.14,,2.3600000000000003,0.31112698372208086,2.35,0.2206807649071391,2.395,0.2014116845336105,2.3240000000000003,0.23586012804202403,2.3833333333333333,0.2561770221285794,2.4442857142857144,0.2840690727538605,2.4442857142857144,0.2840690727538605
199510,2.63,0.47,1995-10-01,1995-10-31,1995-10-01,2.86,,2.525,0.4737615433949868,2.2399999999999998,0.5965735495309862,2.205,0.49210432498268764,2.316,0.49318353581602853,2.245,0.4741624194303044,2.1285714285714286,0.5312698175575373,2.1285714285714286,0.5312698175575373
199511,2.37,0.14,1995-11-01,1995-11-30,1995-11-01,2.9,,2.51,0.5515432893255069,2.763333333333333,0.5870547958524257,2.695,0.49843087116804197,2.574,0.5094408699741315,2.433333333333333,0.5712675963737718,2.5385714285714287,0.5911691402474865,2.5385714285714287,0.5911691402474865
199512,2.25,-0.09,1995-12-01,1995-12-31,1995-12-01,2.19,,2.075,0.1626345596729059,2.3133333333333335,0.4285246006162696,2.4275,0.41780178713515975,2.48,0.38039453203220475,2.29,0.5765067215566528,2.204285714285714,0.5730577964701624,2.204285714285714,0.5730577964701624
199601,2.82,0.51,1996-01-01,1996-01-31,1996-01-01,3.18,,2.71,0.6646803743153546,2.8733333333333335,0.5485739087245523,2.6750000000000003,0.5983031561563642,2.614,0.5357984695760151,2.6416666666666666,0.48400068870474416,2.557142857142857,0.4952007769822353,2.557142857142857,0.4952007769822353
199602,1.89,-0.24,1996-02-01,1996-02-29,1996-02-01,1.6,,1.875,0.38890872965260104,1.9733333333333334,0.3234707611722167,2.06,0.3159113799786262,1.9760000000000002,0.33185840353982293,2.0933333333333333,0.4131666330509601,2.0814285714285714,0.3784806719604306,2.0814285714285714,0.3784806719604306
199603,2.24,-0.27,1996-03-01,1996-03-31,1996-03-01,2.99,,2.675,0.4454772721475252,2.733333333333333,0.33080709383768275,2.6774999999999998,0.2922755549135098,2.808,0.386290046467677,2.7916666666666665,0.34781700169294016,2.8085714285714287,0.32064666802305275,2.8085714285714287,0.32064666802305275
199604,2.56,0.04,1996-04-01,1996-04-30,1996-04-01,2.82,,2.82,0.0,2.85,0.05196152422706649,2.6525000000000003,0.3972719471596251,2.7920000000000003,0.4644028423685626,2.741666666666667,0.43328589483926966,2.605714285714286,0.5346293776333015,2.605714285714286,0.5346293776333015
199605,3.32,0.41,1996-05-01,1996-05-31,1996-05-01,0.0,0.0,2.43,,2.685,0.36062445840513907,2.5500000000000003,0.34597687784012393,2.8425000000000002,0.6496345126299865,3.04,0.7152272366178459,3.0750000000000006,0.6454378358912655,3.0750000000000006,0.6454378358912655
199606,2.86,-0.06,1996-06-01,1996-06-30,1996-06-01,3.22,,3.06,0.2262741699796954,3.2433333333333336,0.35557465226494045,3.2800000000000002,0.29944392908634276,3.192,0.32553033652794944,3.0766666666666667,0.4056928230406186,3.18,0.46032597145935616,3.18,0.46032597145935616
199607,3.11,0.33,1996-07-01,1996-07-31,1996-07-01,2.65,,2.87,0.31112698372208086,3.013333333333333,0.3317127271199182,3.1725,0.41796132197449404,3.0780000000000003,0.4191300514160252,3.055,0.3790910180945995,3.027142857142857,0.3538226620645944,3.027142857142857,0.3538226620645944
199608,2.66,0.04,1996-08-01,1996-08-31,1996-08-01,2.66,,2.6,0.08485281374238578,2.6566666666666667,0.11503622617824931,2.7175000000000002,0.1537042614893939,2.694,0.14310835055998647,2.686666666666667,0.12925427136720338,2.692857142857143,0.11912378515844843,2.692857142857143,0.11912378515844843
199609,3.44,0.95,1996-09-01,1996-09-30,1996-09-01,2.2,,2.17,0.04242640687119289,2.3066666666666666,0.238607068908977,2.3125,0.1951708653120815,2.356,0.195012820091398,2.3033333333333332,0.21694853460363966,2.357142857142857,0.24390669566552736,2.357142857142857,0.24390669566552736
199610,2.49,0.33,1996-10-01,1996-10-31,1996-10-01,2.63,,2.745,0.1626345596729059,2.56,0.340440890610984,2.3375,0.5246824436425014,2.29,0.4666369038128038,2.368333333333333,0.4593655044370078,2.3,0.45665450105449884,2.3,0.45665450105449884
199611,3.0,0.77,1996-11-01,1996-11-30,1996-11-01,2.37,,2.635,0.3747665940288701,2.4633333333333334,0.3982880029995044,2.665,0.5181055233572919,2.63,0.4554667935206692,2.54,0.46320621757485075,2.424285714285714,0.5220426911935186,2.424285714285714,0.5220426911935186
199612,3.28,0.94,1996-12-01,1996-12-31,1996-12-01,2.25,,2.2199999999999998,0.04242640687119289,2.1333333333333333,0.1530795000427338,2.2975,0.35131894341182346,2.392,0.3704321800275997,2.4416666666666664,0.3529541991061541,2.2842857142857143,0.5264933409790081,2.2842857142857143,0.5264933409790081
199701,2.81,0.5,1997-01-01,1997-01-31,1997-01-01,2.82,,3.0,0.2545584412271574,2.7466666666666666,0.47427137098219757,2.8600000000000003,0.44870183121236906,2.704,0.5221877057151001,2.6483333333333334,0.4865559234730029,2.6671428571428573,0.4469419904832649,2.6671428571428573,0.4469419904832649
199702,2.38,0.25,1997-02-01,1997-02-28,1997-02-01,1.89,,1.745,0.20506096654409867,1.8800000000000001,0.275136329843952,1.9525000000000001,0.26737925623852465,2.0260000000000002,0.28395422166257706,1.961666666666667,0.29889239981415827,2.0642857142857145,0.384918049410397,2.0642857142857145,0.384918049410397
199703,2.44,-0.07,1997-03-01,1997-03-31,1997-03-01,2.24,,2.615,0.5303300858899106,2.53,0.4028647415696738,2.61,0.3657868231634377,2.59,0.3199218654609279,2.7133333333333334,0.41610896008938175,2.712857142857143,0.3798558623879276,2.712857142857143,0.3798558623879276
199704,2.99,0.47,1997-04-01,1997-04-30,1997-04-01,2.56,,2.69,0.1838477631085022,2.733333333333333,0.15011106998930257,2.7775,0.15107944929738126,2.634,0.3465256123290167,2.7533333333333334,0.42603599221974975,2.7157142857142853,0.40144975372006986,2.7157142857142853,0.40144975372006986
199705,2.78,-0.13,1997-05-01,1997-05-31,1997-05-01,3.32,,3.32,,2.875,0.6293250352560271,2.8966666666666665,0.4465795935030319,2.7424999999999997,0.47751963310423157,2.9379999999999997,0.6017640733709517,3.0866666666666664,0.6498512650342898,3.0866666666666664,0.6498512650342898
199706,3.4,0.48,1997-06-01,1997-06-30,1997-06-01,2.86,,3.04,0.2545584412271574,2.9933333333333336,0.19731531449265008,3.1475,0.34788647573597914,3.196,0.32020306057250614,3.1366666666666667,0.3211645476491244,3.045714285714286,0.37929131912278824,3.045714285714286,0.37929131912278824
199707,2.7,-0.08,1997-07-01,1997-07-31,1997-07-01,3.11,,2.88,0.3252691193458118,2.9499999999999997,0.26,3.0374999999999996,0.275121185419565,3.1599999999999997,0.36304269721342697,3.0833333333333335,0.37510887308442414,3.062857142857143,0.3466849812011996,3.062857142857143,0.3466849812011996
199708,2.68,0.06,1997-08-01,1997-08-31,1997-08-01,2.66,,2.66,0.0,2.62,0.06928203230275516,2.6575,0.09394147114027966,2.7060000000000004,0.13557285864065854,2.688333333333334,0.12875040453010875,2.682857142857143,0.11842216652219091,2.682857142857143,0.11842216652219091
199709,2.54,0.05,1997-09-01,1997-09-30,1997-09-01,3.44,,2.8200000000000003,0.8768124086713187,2.5933333333333337,0.7338483040338332,2.5900000000000003,0.5992217174524523,2.5380000000000003,0.5318082361152372,2.5366666666666666,0.47567495904941925,2.4657142857142857,0.4730700139463904,2.4657142857142857,0.4730700139463904
199710,2.52,0.36,1997-10-01,1997-10-31,1997-10-01,2.49,,2.56,0.09899494936611643,2.66,0.1868154169226939,2.5425,0.2801636426566921,2.368,0.4594779646511898,2.3233333333333333,0.42528421868988586,2.3857142857142857,0.42185531259177556,2.3857142857142857,0.42185531259177556
199711,2.28,0.05,1997-11-01,1997-11-30,1997-11-01,3.0,,2.685,0.44547727214752486,2.7566666666666664,0.33857544703261233,2.5975,0.42161396245064425,2.732,0.4730433383951199,2.6916666666666664,0.43448436872535084,2.6057142857142854,0.45719642543284544,2.6057142857142854,0.45719642543284544
199712,2.3,-0.04,1997-12-01,1997-12-31,1997-12-01,3.28,,2.7649999999999997,0.7283199846221439,2.573333333333333,0.6127261487266014,2.42,0.5867992274477986,2.4939999999999998,0.5344436359430244,2.5399999999999996,0.4911211663123469,2.5614285714285714,0.4519007476363429,2.5614285714285714,0.4519007476363429
199801,3.35,1.04,1998-01-01,1998-01-31,1998-01-01,2.81,,2.815,0.007071067811865324,2.936666666666667,0.2107921567168318,2.7625,0.38853356783337695,2.85,0.38923000912057126,2.7216666666666662,0.46905934237222763,2.6714285714285713,0.44834616727957616,2.6714285714285713,0.44834616727957616
199802,3.32,1.19,1998-02-01,1998-02-28,1998-02-01,2.38,,2.135,0.3464823227814083,1.9566666666666663,0.39425034347903015,2.005,0.3361051422794162,2.038,0.3002831996632512,2.085,0.2922156737753811,2.0214285714285714,0.31535316558997634,2.0214285714285714,0.31535316558997634
199803,3.22,0.71,1998-03-01,1998-03-31,1998-03-01,2.44,,2.34,0.1414213562373093,2.5566666666666666,0.38837267325770153,2.5075,0.3320015060206806,2.5759999999999996,0.32577599666028195,2.565,0.29262604121984775,2.674285714285714,0.3936520097267443,2.674285714285714,0.3936520097267443
199804,2.56,0.04,1998-04-01,1998-04-30,1998-04-01,2.99,,2.7750000000000004,0.3040559159102155,2.7900000000000005,0.21656407827707722,2.7975000000000003,0.17745891543302825,2.8200000000000003,0.16170961628796235,2.6933333333333334,0.3423253812773261,2.7871428571428574,0.39907034825597215,2.7871428571428574,0.39907034825597215
199805,2.62,-0.29,1998-05-01,1998-05-31,1998-05-01,2.78,,3.05,0.3818376618407357,3.05,0.3818376618407357,2.8433333333333333,0.4483674088661365,2.8674999999999997,0.36926729253121404,2.7499999999999996,0.4138840417314975,2.9116666666666666,0.5420854791143799,2.9116666666666666,0.5420854791143799
199806,3.32,0.4,1998-06-01,1998-06-30,1998-06-01,3.4,,3.13,0.3818376618407357,3.16,0.27495454169735045,3.095,0.25942243542145704,3.198,0.3217452408350433,3.23,0.298261630116916,3.174285714285714,0.3096157372646048,3.174285714285714,0.3096157372646048
199807,2.86,0.08,1998-07-01,1998-07-31,1998-07-01,2.7,,2.9050000000000002,0.2899137802864843,2.8200000000000003,0.25238858928247915,2.8875,0.24635678733630748,2.97,0.282046095523409,3.0833333333333335,0.37510887308442414,3.0285714285714285,0.37181664708242823,3.0285714285714285,0.37181664708242823
