date,start_date,end_date,OT,his_avg_1,his_std_1,his_avg_3,his_std_3,his_avg_5,his_std_5,prior_history_avg,prior_history_std,his_avg_2,his_std_2,his_avg_4,his_std_4,his_avg_6,his_std_6,Final_Search_2,Final_Search_4,Final_Search_6
1973-06-01,1973-06-01,1973-06-30,5.4,6.2,,6.099999999999999,0.4582575694955842,5.38,1.0473776778220931,6.35,0.2121320343559641,6.35,0.2121320343559641,5.6,1.0677078252031311,5.25,0.9894442884771232,NA,NA,NA
1973-07-01,1973-07-01,1973-07-31,5.0,5.9,,5.800000000000001,0.4582575694955842,5.040000000000001,1.092245393673052,6.050000000000001,0.2121320343559641,6.050000000000001,0.2121320343559641,5.300000000000001,1.0677078252031311,4.883333333333334,1.0496030995889194,NA,NA,NA
1973-08-01,1973-08-01,1973-08-31,4.7,5.5,,5.466666666666666,0.4509249752822896,4.68,1.1233877335986897,5.7,0.2828427124746193,5.7,0.2828427124746193,4.975,1.05,4.516666666666667,1.0815112882751927,NA,NA,NA
1973-09-01,1973-09-01,1973-09-30,4.7,5.4,,5.466666666666666,0.3055050463303891,4.68,1.1077003204838392,5.6,0.2828427124746186,5.6,0.2828427124746186,5.025,0.917877987534291,4.516666666666667,1.0684880283216405,NA,NA,NA
1973-10-01,1973-10-01,1973-10-31,4.2,5.1,,5.2,0.1732050807568881,4.46,1.026157882589224,5.25,0.2121320343559647,5.25,0.2121320343559647,4.775,0.8616843969807043,4.3500000000000005,0.9565563234854496,NA,NA,NA
1973-11-01,1973-11-01,1973-11-30,4.6,4.9,,5.366666666666667,0.4163331998932264,4.540000000000001,1.169615321377076,5.300000000000001,0.5656854249492379,5.300000000000001,0.5656854249492379,4.8500000000000005,1.0878112581387147,4.4,1.100908715561831,NA,NA,NA
1973-12-01,1973-12-01,1973-12-31,4.6,4.8,,5.3,0.4358898943540673,4.44,1.2177848742696715,5.15,0.4949747468305834,5.15,0.4949747468305834,4.775,1.1086778913041724,4.283333333333334,1.1548448669265785,NA,NA,NA
1974-01-01,1974-01-01,1974-01-31,5.7,5.5,,6.2,0.6082762530298219,5.3,1.317193987231949,6.0,0.7071067811865476,6.0,0.7071067811865476,5.7,1.1165422816296149,5.083333333333333,1.2921558213569546,NA,NA,NA
1974-02-01,1974-02-01,1974-02-28,5.8,5.6,,6.2,0.5291502622129183,5.4,1.2103718436910205,6.0,0.5656854249492386,6.0,0.5656854249492386,5.825,0.8655441448399189,5.2,1.1882760622010358,NA,NA,NA
1974-03-01,1974-03-01,1974-03-31,5.3,5.2,,5.866666666666667,0.5859465277082313,5.140000000000001,1.145862120850497,5.65,0.6363961030678924,5.65,0.6363961030678924,5.550000000000001,0.7937253933193772,4.916666666666667,1.1617515511789371,NA,NA,NA
1974-04-01,1974-04-01,1974-04-30,4.8,4.8,,5.333333333333333,0.472581562625261,4.7,1.0074720839804945,5.15,0.4949747468305834,5.15,0.4949747468305834,5.075,0.6448514040717702,4.45,1.0894952959971878,NA,NA,NA
1974-05-01,1974-05-01,1974-05-31,4.6,4.4,,4.933333333333334,0.4725815626252605,4.359999999999999,0.9528903399657276,4.75,0.4949747468305827,4.75,0.4949747468305827,4.725,0.5678908345800273,4.116666666666666,1.0400320507881795,NA,NA,NA
1974-06-01,1974-06-01,1974-06-30,5.8,5.4,,6.033333333333334,0.5686240703077325,5.5600000000000005,0.9289779329994876,5.800000000000001,0.5656854249492379,5.800000000000001,0.5656854249492379,5.925000000000001,0.51234753829798,5.383333333333334,0.9368386556214824,NA,NA,NA
1974-07-01,1974-07-01,1974-07-31,5.7,5.0,,5.7,0.6244997998398399,5.24,0.9343446901438464,5.45,0.636396103067893,5.45,0.636396103067893,5.6000000000000005,0.5477225575051663,5.033333333333334,0.977070451229934,NA,NA,NA
1974-08-01,1974-08-01,1974-08-31,5.3,4.7,,5.366666666666667,0.6110100926607788,4.92,0.917605579756357,5.1,0.5656854249492379,5.1,0.5656854249492379,5.275,0.5315072906367325,4.683333333333334,1.004821708894999,NA,NA,NA
1974-09-01,1974-09-01,1974-09-30,5.7,4.7,,5.300000000000001,0.556776436283002,4.96,0.8080841540334769,5.050000000000001,0.4949747468305834,5.050000000000001,0.4949747468305834,5.275,0.4573474244670746,4.683333333333334,0.99079092984679,NA,NA,NA
1974-10-01,1974-10-01,1974-10-31,5.5,4.2,,4.9,0.6244997998398398,4.66,0.7893034904268447,4.65,0.6363961030678924,4.65,0.6363961030678924,4.95,0.5196152422706631,4.416666666666667,0.9239408350466314,NA,NA,NA
1974-11-01,1974-11-01,1974-11-30,6.2,4.6,,5.066666666666666,0.5686240703077329,4.8,0.948683298050514,4.75,0.2121320343559647,4.75,0.2121320343559647,5.175,0.5123475382979801,4.55,1.0464224768228176,NA,NA,NA
1974-12-01,1974-12-01,1974-12-31,6.7,4.6,,4.966666666666666,0.472581562625261,4.74,0.9633275663033836,4.699999999999999,0.1414213562373096,4.699999999999999,0.1414213562373096,5.125,0.4991659710623979,4.466666666666667,1.0911767348448491,NA,NA,NA
1975-01-01,1975-01-01,1975-01-31,9.0,5.7,,5.9,0.529150262212918,5.699999999999999,0.9669539802906856,5.6,0.1414213562373096,5.6,0.1414213562373096,6.074999999999999,0.5560275772537424,5.366666666666666,1.189397606633991,NA,NA,NA
1975-02-01,1975-02-01,1975-02-28,9.1,5.8,,5.933333333333333,0.4163331998932268,5.819999999999999,0.7496665925596524,5.699999999999999,0.1414213562373096,5.699999999999999,0.1414213562373096,6.1,0.4760952285695234,5.466666666666666,1.094836365246728,NA,NA,NA
1975-03-01,1975-03-01,1975-03-31,9.1,5.3,,5.533333333333334,0.4932882862316245,5.5,0.6964194138592059,5.25,0.0707106781186545,5.25,0.0707106781186545,5.7250000000000005,0.5560275772537424,5.166666666666667,1.0269696522617728,NA,NA,NA
1975-04-01,1975-04-01,1975-04-30,8.6,4.8,,5.033333333333333,0.4041451884327381,5.0200000000000005,0.571839138219832,4.8,0.0,4.8,0.0,5.2,0.4690415759823431,4.716666666666667,0.9020347369512256,NA,NA,NA
1975-05-01,1975-05-01,1975-05-31,8.3,4.6,,4.7,0.3605551275463986,4.7,0.4949747468305832,4.5,0.141421356237309,4.5,0.141421356237309,4.85,0.4203173404306162,4.4,0.8579044235810886,NA,NA,NA
1975-06-01,1975-06-01,1975-06-30,9.1,5.8,,5.8,0.3999999999999999,5.9,0.4472135954999579,5.6,0.2828427124746186,5.6,0.2828427124746186,5.975,0.478713553878169,5.6000000000000005,0.8366600265340757,NA,NA,NA
1975-07-01,1975-07-01,1975-07-31,8.7,5.7,,5.533333333333334,0.472581562625261,5.62,0.4764451699828639,5.35,0.4949747468305834,5.35,0.4949747468305834,5.7,0.5099019513592786,5.316666666666667,0.8565434412022935,NA,NA,NA
1975-08-01,1975-08-01,1975-08-31,8.2,5.3,,5.166666666666667,0.4163331998932264,5.279999999999999,0.4604345773288535,5.0,0.4242640687119283,5.0,0.4242640687119283,5.35,0.5,4.983333333333333,0.835264429187947,NA,NA,NA
1975-09-01,1975-09-01,1975-09-30,8.1,5.7,,5.266666666666667,0.5131601439446885,5.36,0.4393176527297758,5.2,0.7071067811865476,5.2,0.7071067811865476,5.4,0.4966554808583779,5.083333333333333,0.7833687935236293,NA,NA,NA
1975-10-01,1975-10-01,1975-10-31,7.8,5.5,,4.933333333333333,0.6658328118479392,5.06,0.5128352561983234,4.85,0.9192388155425116,4.85,0.9192388155425116,5.05,0.5916079783099616,4.8,0.7848566748139433,NA,NA,NA
1975-11-01,1975-11-01,1975-11-30,7.8,6.2,,5.233333333333333,0.8504900548115384,5.380000000000001,0.6379655163094633,5.4,1.1313708498984762,5.4,1.1313708498984762,5.3500000000000005,0.7325753658611971,5.033333333333334,1.023067283548187,NA,NA,NA
1975-12-01,1975-12-01,1975-12-31,7.8,6.7,,5.366666666666667,1.1590225767142477,5.44,0.8264381404557756,5.65,1.4849242404917502,5.65,1.4849242404917502,5.4,0.948683298050514,5.066666666666667,1.1758684733704985,NA,NA,NA
1976-01-01,1976-01-01,1976-01-31,8.8,9.0,,6.733333333333333,1.965536398374076,6.659999999999999,1.3939153489362257,7.35,2.3334523779156067,7.35,2.3334523779156067,6.675,1.6090887690449729,6.25,1.6009372255026115,NA,NA,NA
1976-02-01,1976-02-01,1976-02-29,8.7,9.1,,6.833333333333333,1.965536398374076,6.7,1.40356688476182,7.449999999999999,2.3334523779156067,7.449999999999999,2.3334523779156067,6.725,1.619413474070165,6.366666666666667,1.4975535605335344,NA,NA,NA
1976-03-01,1976-03-01,1976-03-31,8.1,9.1,,6.533333333333332,2.2233608194203054,6.4,1.5842979517754858,7.199999999999999,2.68700576850888,7.199999999999999,2.68700576850888,6.424999999999999,1.828250529878222,6.099999999999999,1.596245595138793,NA,NA,NA
1976-04-01,1976-04-01,1976-04-30,7.4,8.6,,6.066666666666666,2.193931022920578,5.88,1.5738487856207783,6.699999999999999,2.68700576850888,6.699999999999999,2.68700576850888,5.925,1.8136059844041832,5.616666666666666,1.548440075258538,NA,NA,NA
1976-05-01,1976-05-01,1976-05-31,6.8,8.3,,5.766666666666667,2.196208854670551,5.54,1.585244460643216,6.45,2.6162950903902265,6.45,2.6162950903902265,5.6,1.8239152027072607,5.3,1.5349267083479916,NA,NA,NA
1976-06-01,1976-06-01,1976-06-30,8.0,9.1,,6.766666666666666,2.030599254735737,6.6,1.457737973711325,7.449999999999999,2.3334523779156067,7.449999999999999,2.3334523779156067,6.624999999999999,1.682012683265696,6.433333333333334,1.366260102127946,NA,NA,NA
1976-07-01,1976-07-01,1976-07-31,7.8,8.7,,6.466666666666666,1.9655363983740752,6.299999999999999,1.412444689182553,7.199999999999999,2.121320343559642,7.199999999999999,2.121320343559642,6.324999999999999,1.6296727687892845,6.133333333333333,1.32765457354941,NA,NA,NA
1976-08-01,1976-08-01,1976-08-31,7.6,8.2,,6.066666666666666,1.871719352182194,5.92,1.3461054936371069,6.75,2.0506096654409878,6.75,2.0506096654409878,5.925,1.5542951242712344,5.766666666666667,1.2612163441165305,NA,NA,NA
1976-09-01,1976-09-01,1976-09-30,7.4,8.1,,6.166666666666667,1.7473789896108207,5.94,1.2817956155331471,6.9,1.6970562748477138,6.9,1.6970562748477138,5.975,1.4773286702694155,5.816666666666666,1.185608142122289,NA,NA,NA
1976-10-01,1976-10-01,1976-10-31,7.2,7.8,,5.833333333333333,1.8230011885167088,5.6,1.3322912594474228,6.65,1.6263455967290592,6.65,1.6263455967290592,5.65,1.5329709716755893,5.516666666666667,1.2089940722214756,NA,NA,NA
1976-11-01,1976-11-01,1976-11-30,7.4,7.8,,6.2,1.6,5.84,1.2660963628413122,7.0,1.1313708498984758,7.0,1.1313708498984758,5.875,1.459166428707386,5.783333333333334,1.140906072674989,NA,NA,NA
1976-12-01,1976-12-01,1976-12-31,7.4,7.8,,6.366666666666667,1.6258331197676266,5.880000000000001,1.351665639128257,7.25,0.7778174593052021,7.25,0.7778174593052021,5.9750000000000005,1.54137384606504,5.833333333333333,1.214358541233464,NA,NA,NA
1977-01-01,1977-01-01,1977-01-31,8.3,8.8,,7.833333333333333,1.850225211517056,7.1,1.6867127793433003,8.9,0.141421356237309,8.9,0.141421356237309,7.25,1.908751773629388,7.016666666666667,1.5223884742951344,NA,NA,NA
1977-02-01,1977-02-01,1977-02-28,8.5,8.7,,7.866666666666666,1.8009256878986797,7.119999999999999,1.6574076143182157,8.899999999999999,0.2828427124746193,8.899999999999999,0.2828427124746193,7.299999999999999,1.8565200420859087,7.033333333333332,1.4975535605335342,NA,NA,NA
1977-03-01,1977-03-01,1977-03-31,7.9,8.1,,7.5,1.9697715603592207,6.76,1.7515707236649052,8.6,0.7071067811865476,8.6,0.7071067811865476,6.925,1.9771612647092465,6.683333333333333,1.5778677595624626,NA,NA,NA
1977-04-01,1977-04-01,1977-04-30,6.9,7.4,,6.933333333333334,1.942506971244462,6.220000000000001,1.7035257556021863,8.0,0.8485281374238566,8.0,0.8485281374238566,6.4,1.911369491577527,6.133333333333334,1.5383974345619102,NA,NA,NA
1977-05-01,1977-05-01,1977-05-31,6.4,6.8,,6.566666666666667,1.8610033136277149,5.840000000000001,1.6682325976913412,7.550000000000001,1.060660171779822,7.550000000000001,1.060660171779822,6.025,1.8661457606521523,5.75,1.508310312899836,NA,NA,NA
1977-06-01,1977-06-01,1977-06-30,7.5,8.0,,7.633333333333334,1.6802777548171413,6.900000000000001,1.581138830084189,8.55,0.777817459305202,8.55,0.777817459305202,7.075000000000001,1.768945071692919,6.833333333333335,1.4236104336041748,NA,NA,NA
1977-07-01,1977-07-01,1977-07-31,7.0,7.8,,7.399999999999999,1.539480431834065,6.62,1.557883179188991,8.25,0.6363961030678924,8.25,0.6363961030678924,6.8,1.7378147196982765,6.550000000000001,1.4039230748157103,NA,NA,NA
1977-08-01,1977-08-01,1977-08-31,6.8,7.6,,7.033333333333332,1.5307950004273376,6.26,1.540454478392659,7.899999999999999,0.4242640687119283,7.899999999999999,0.4242640687119283,6.449999999999999,1.7097758137642876,6.199999999999999,1.3856406460551014,NA,NA,NA
1977-09-01,1977-09-01,1977-09-30,6.6,7.4,,7.066666666666666,1.234233905438241,6.26,1.4293355099485912,7.75,0.4949747468305827,7.75,0.4949747468305827,6.475,1.5542951242712348,6.183333333333333,1.2921558213569546,NA,NA,NA
1977-10-01,1977-10-01,1977-10-31,6.4,7.2,,6.833333333333333,1.1930353445448854,5.959999999999999,1.497664849023305,7.5,0.4242640687119283,7.5,0.4242640687119283,6.175,1.63783393541592,5.866666666666666,1.3589211407093005,NA,NA,NA
1977-11-01,1977-11-01,1977-11-30,6.5,7.4,,7.133333333333333,0.832666399786453,6.18,1.4359665734271116,7.6,0.2828427124746186,7.6,0.2828427124746186,6.5,1.4375905768565218,6.1000000000000005,1.2992305415129373,NA,NA,NA
1977-12-01,1977-12-01,1977-12-31,6.0,7.4,,7.3,0.556776436283002,6.26,1.4791889669680478,7.6,0.2828427124746186,7.6,0.2828427124746186,6.625,1.42448821218944,6.133333333333333,1.3589211407093007,NA,NA,NA
1978-01-01,1978-01-01,1978-01-31,7.1,8.3,,8.700000000000001,0.3605551275463986,7.459999999999999,1.7184295155751954,8.55,0.3535533905932738,8.55,0.3535533905932738,7.95,1.5286159317064136,7.3,1.5861904047118682,NA,NA,NA
1978-02-01,1978-02-01,1978-02-28,6.9,8.5,,8.766666666666666,0.3055050463303892,7.539999999999999,1.6949926253526886,8.6,0.141421356237309,8.6,0.141421356237309,8.024999999999999,1.5041608956491324,7.349999999999999,1.5858751527153705,NA,NA,NA
1978-03-01,1978-03-01,1978-03-31,6.6,7.9,,8.366666666666667,0.6429100507328634,7.12,1.7669182210843828,8.0,0.141421356237309,8.0,0.141421356237309,7.6,1.6206994374857624,6.95,1.6343194302216442,NA,NA,NA
1978-04-01,1978-04-01,1978-04-30,5.8,6.9,,7.633333333333333,0.87368949480541,6.5,1.6703293088490063,7.15,0.3535533905932738,7.15,0.3535533905932738,6.925,1.5861378670636843,6.333333333333333,1.5487629472151854,NA,NA,NA
1978-05-01,1978-05-01,1978-05-31,5.5,6.4,,7.166666666666667,1.0016652800877814,6.1,1.6248076809271923,6.6,0.2828427124746186,6.6,0.2828427124746186,6.525,1.5217862311551298,5.933333333333334,1.5095253117012206,NA,NA,NA
1978-06-01,1978-06-01,1978-06-30,6.2,7.5,,8.200000000000001,0.8185352771872448,7.160000000000001,1.5436968614336168,7.75,0.3535533905932738,7.75,0.3535533905932738,7.6,1.373559851869101,7.000000000000001,1.4352700094407322,NA,NA,NA
1978-07-01,1978-07-01,1978-07-31,6.3,7.0,,7.833333333333333,0.8504900548115378,6.840000000000001,1.5076471735787518,7.4,0.5656854249492379,7.4,0.5656854249492379,7.3,1.2727922061357853,6.683333333333334,1.4020223488470738,NA,NA,NA
1978-08-01,1978-08-01,1978-08-31,5.9,6.8,,7.533333333333332,0.702376916856849,6.5200000000000005,1.4889593681494466,7.199999999999999,0.5656854249492379,7.199999999999999,0.5656854249492379,6.975,1.2553220038433697,6.3500000000000005,1.3953494186045297,NA,NA,NA
1978-09-01,1978-09-01,1978-09-30,5.8,6.6,,7.366666666666667,0.7505553499465135,6.5,1.3472193585307477,7.0,0.5656854249492386,7.0,0.5656854249492386,6.95,1.0344080432788598,6.316666666666666,1.2859497138950131,NA,NA,NA
1978-10-01,1978-10-01,1978-10-31,5.4,6.4,,7.133333333333334,0.702376916856849,6.220000000000001,1.421970463828275,6.800000000000001,0.5656854249492379,6.800000000000001,0.5656854249492379,6.7250000000000005,0.9979144919948468,6.033333333333334,1.3515423288475528,NA,NA,NA
1978-11-01,1978-11-01,1978-11-30,5.6,6.5,,7.233333333333333,0.6658328118479393,6.5,1.2449899597988734,6.95,0.636396103067893,6.95,0.636396103067893,6.975,0.7499999999999999,6.233333333333333,1.2909944487358056,NA,NA,NA
1978-12-01,1978-12-01,1978-12-31,5.7,6.0,,7.066666666666666,0.9451631252505216,6.5,1.2649110640673518,6.7,0.9899494936611668,6.7,0.9899494936611668,6.975,0.7932002689527194,6.216666666666666,1.327277916137637,NA,NA,NA
1979-01-01,1979-01-01,1979-01-31,6.4,7.1,,8.066666666666668,0.873689494805411,7.780000000000001,1.3773162309360911,7.7,0.8485281374238578,7.7,0.8485281374238578,8.3,0.8524474568362951,7.400000000000001,1.5440207252495028,NA,NA,NA
1979-02-01,1979-02-01,1979-02-28,6.4,6.9,,8.033333333333333,0.986576572463249,7.8,1.3964240043768938,7.7,1.1313708498984758,7.7,1.1313708498984758,8.3,0.9660917830792956,7.433333333333334,1.53839743456191,NA,NA,NA
1979-03-01,1979-03-01,1979-03-31,6.1,6.6,,7.533333333333334,0.8144527815247079,7.4,1.4730919862656235,7.25,0.9192388155425124,7.25,0.9192388155425124,7.925000000000001,1.0275375094532235,7.033333333333334,1.5945741333242134,NA,NA,NA
1979-04-01,1979-04-01,1979-04-30,5.5,5.8,,6.7,0.8185352771872453,6.7,1.4628738838327795,6.35,0.7778174593052027,6.35,0.7778174593052027,7.175000000000001,1.1615363389350617,6.383333333333333,1.5210741818421174,NA,NA,NA
1979-05-01,1979-05-01,1979-05-31,5.2,5.5,,6.233333333333333,0.6658328118479393,6.32,1.3953494186045303,5.95,0.636396103067893,5.95,0.636396103067893,6.75,1.167618659209133,6.0,1.4737706741552434,NA,NA,NA
1979-06-01,1979-06-01,1979-06-30,6.0,6.2,,7.233333333333333,0.9291573243177568,7.3199999999999985,1.3442470011125187,6.85,0.9192388155425116,6.85,0.9192388155425116,7.699999999999999,1.2027745701779142,6.999999999999999,1.4352700094407322,NA,NA,NA
1979-07-01,1979-07-01,1979-07-31,5.9,6.3,,7.033333333333334,0.7505553499465134,7.1,1.1895377253370316,6.65,0.4949747468305834,6.65,0.4949747468305834,7.45,1.0344080432788598,6.75,1.3663820841916798,NA,NA,NA
1979-08-01,1979-08-01,1979-08-31,5.9,5.9,,6.766666666666666,0.8504900548115378,6.76,1.1886967653695366,6.35,0.6363961030678924,6.35,0.6363961030678924,7.124999999999999,0.9979144919948464,6.416666666666667,1.3556056457047772,NA,NA,NA
1979-09-01,1979-09-01,1979-09-30,5.7,5.8,,6.599999999999999,0.8000000000000003,6.720000000000001,1.0329569206893383,6.199999999999999,0.5656854249492379,6.199999999999999,0.5656854249492379,6.975,0.9945685831890462,6.383333333333334,1.2384129628951186,NA,NA,NA
1979-10-01,1979-10-01,1979-10-31,5.6,5.4,,6.333333333333333,0.9018499505645788,6.459999999999999,1.0478549517943787,5.9,0.7071067811865476,5.9,0.7071067811865476,6.7,1.039230484541326,6.083333333333333,1.3151679233720182,NA,NA,NA
1979-11-01,1979-11-01,1979-11-30,5.6,5.6,,6.5,0.9000000000000004,6.7,0.894427190999916,6.05,0.636396103067893,6.05,0.636396103067893,6.825,0.9810708435174292,6.3500000000000005,1.1726039399558577,NA,NA,NA
1979-12-01,1979-12-01,1979-12-31,5.7,5.7,,6.366666666666667,0.9073771725877467,6.720000000000001,0.8927485648266257,5.85,0.2121320343559641,5.85,0.2121320343559641,6.7250000000000005,1.0307764064044151,6.366666666666667,1.1775681155103797,NA,NA,NA
1980-01-01,1980-01-01,1980-01-31,6.9,6.4,,7.266666666666667,0.9609023536933052,7.92,1.1256109452204168,6.75,0.4949747468305827,6.75,0.4949747468305827,7.65,1.0969655114602892,7.550000000000001,1.3546217184144067,NA,NA,NA
1980-02-01,1980-02-01,1980-02-29,6.8,6.4,,7.266666666666667,1.0969655114602888,7.92,1.1924764148611071,6.65,0.3535533905932738,6.65,0.3535533905932738,7.625,1.147097787171317,7.566666666666666,1.3735598518691008,"Available facts are as follows: 1980-01-21: The article is from January 27, 1980, and discusses the economic situation in Breezewood, where merchants are struggling and ""down to counting pennies."" [Source: www.washingtonpost.com] 1980-01-14: Objective facts about the Economics situation:The United States unemployment rate was 7.1 percent in 1980. [Source: www2.law.umaryland.edu]There were 7.7 million U.S. workers unemployed nationwide in 1980, according to the Bureau of Labor Statistics. [Source: library.ucsd.edu]Unemployment in France remained high, at more than 6% in 1980. [Source: www.csmonitor.com];","Available facts are as follows: 1980-01-21: The article is from January 27, 1980, and discusses the economic situation in Breezewood, where merchants are struggling and ""down to counting pennies."" [Source: www.washingtonpost.com] 1980-01-14: Objective facts about the Economics situation:The United States unemployment rate was 7.1 percent in 1980. [Source: www2.law.umaryland.edu]There were 7.7 million U.S. workers unemployed nationwide in 1980, according to the Bureau of Labor Statistics. [Source: library.ucsd.edu]Unemployment in France remained high, at more than 6% in 1980. [Source: www.csmonitor.com] 1980-01-07: The unemployment rate in the United States edged up to 5.9 percent of the American workforce in December 1979. [Source: Philadelphia Daily News from Philadelphia, Pennsylvania • Page 5] 1979-12-31: The official rate of unemployment in the United States was a concern in 1980, with rates of 7.9% mentioned in some sources. [Source: core.ac.uk]; The minimum wage was a topic of discussion in 1980, with the United States Department of Labor, Employment providing information on the subject. [Source: www.newyorkfed.org]; Economic performance in the United States deteriorated markedly in the 1970s, with high inflation and unemployment rates. [Source: www.cbo.gov];","Available facts are as follows: 1980-01-21: The article is from January 27, 1980, and discusses the economic situation in Breezewood, where merchants are struggling and ""down to counting pennies."" [Source: www.washingtonpost.com] 1980-01-14: Objective facts about the Economics situation:The United States unemployment rate was 7.1 percent in 1980. [Source: www2.law.umaryland.edu]There were 7.7 million U.S. workers unemployed nationwide in 1980, according to the Bureau of Labor Statistics. [Source: library.ucsd.edu]Unemployment in France remained high, at more than 6% in 1980. [Source: www.csmonitor.com] 1980-01-07: The unemployment rate in the United States edged up to 5.9 percent of the American workforce in December 1979. [Source: Philadelphia Daily News from Philadelphia, Pennsylvania • Page 5] 1979-12-31: The official rate of unemployment in the United States was a concern in 1980, with rates of 7.9% mentioned in some sources. [Source: core.ac.uk]; The minimum wage was a topic of discussion in 1980, with the United States Department of Labor, Employment providing information on the subject. [Source: www.newyorkfed.org]; Economic performance in the United States deteriorated markedly in the 1970s, with high inflation and unemployment rates. [Source: www.cbo.gov];"
1980-03-01,1980-03-01,1980-03-31,6.6,6.1,,6.866666666666667,0.9291573243177572,7.56,1.2074767078498865,6.35,0.3535533905932738,6.35,0.3535533905932738,7.175000000000001,0.9776672917374978,7.183333333333334,1.4204459393678688,"Available facts are as follows: 1980-02-18: The US unemployment rate was rising in February 1980. [Source: www.ipl.org]; There was mass unemployment among the working class in the United States around February 1980. [Source: ndl.ethernet.edu.et] 1980-02-11: The unemployment rate was a significant concern in the United States in 1980, with rates skyrocketing in some areas [Source: www.dpsnc.net]. The Federal Reserve Bulletin reported on labor force, employment, and unemployment in February 1980 [Source: fraser.stlouisfed.org].;","Available facts are as follows: 1980-02-18: The US unemployment rate was rising in February 1980. [Source: www.ipl.org]; There was mass unemployment among the working class in the United States around February 1980. [Source: ndl.ethernet.edu.et] 1980-02-11: The unemployment rate was a significant concern in the United States in 1980, with rates skyrocketing in some areas [Source: www.dpsnc.net]. The Federal Reserve Bulletin reported on labor force, employment, and unemployment in February 1980 [Source: fraser.stlouisfed.org]. 1980-02-04: The unemployment rate was a concern in 1980, with areas such as Crisfield, Maryland, and even affluent areas experiencing high unemployment rates. [Source: balibrary.org, www.washingtonpost.com] 1980-01-28: Objective facts about the Economics situation: The unemployment rate in the United States was targeted to be reduced to 4 percent, and the inflation rate to 3 percent in 1980. [Source: www.presidency.ucsb.edu]Higher oil prices were the major reason for the worldwide speedup in inflation during 1979 and the dimming of growth prospects for 1980. [Source: www.presidency.ucsb.edu];","Available facts are as follows: 1980-02-18: The US unemployment rate was rising in February 1980. [Source: www.ipl.org]; There was mass unemployment among the working class in the United States around February 1980. [Source: ndl.ethernet.edu.et] 1980-02-11: The unemployment rate was a significant concern in the United States in 1980, with rates skyrocketing in some areas [Source: www.dpsnc.net]. The Federal Reserve Bulletin reported on labor force, employment, and unemployment in February 1980 [Source: fraser.stlouisfed.org]. 1980-02-04: The unemployment rate was a concern in 1980, with areas such as Crisfield, Maryland, and even affluent areas experiencing high unemployment rates. [Source: balibrary.org, www.washingtonpost.com] 1980-01-28: Objective facts about the Economics situation: The unemployment rate in the United States was targeted to be reduced to 4 percent, and the inflation rate to 3 percent in 1980. [Source: www.presidency.ucsb.edu]Higher oil prices were the major reason for the worldwide speedup in inflation during 1979 and the dimming of growth prospects for 1980. [Source: www.presidency.ucsb.edu] 1980-01-21: The article is from January 27, 1980, and discusses the economic situation in Breezewood, where merchants are struggling and ""down to counting pennies."" [Source: www.washingtonpost.com] 1980-01-14: Objective facts about the Economics situation:The United States unemployment rate was 7.1 percent in 1980. [Source: www2.law.umaryland.edu]There were 7.7 million U.S. workers unemployed nationwide in 1980, according to the Bureau of Labor Statistics. [Source: library.ucsd.edu]Unemployment in France remained high, at more than 6% in 1980. [Source: www.csmonitor.com];"
